PlayerID,Name,Age,Nationality,Club,Position,MatchesPlayed,Goals,Assists,YellowCards,RedCards,MarketValue
P01261,Ezequiel Hernánndez,26.0,Nigeria,PSV Eindhoven,LM,20.0,0.0,10.0,0.0,0.0,32500000.0
P01559,Omar Hernandez,25.0,Dnk,RB Leipzig,CAM,1.0,0.0,0.0,0.0,0.0,26801903.0
P03270,Ezequiel Taylor,25.0,United States,Borussia  Dortmund,FWD,40.0,13.0,4.0,3.0,0.0,32500000.0
P04047,James Fernandez,25.0,Brazil,Manchester City,CAM,11.0,0.0,0.0,4.0,0.0,32500000.0
P00757,Omar Ali,26.0,Ngr,Inter Milan,Defender,38.0,1.0,0.0,10.0,0.0,30000000.0
P01011,HENRY POPOV,25.0,Unitedstates,Roma,FWD,23.0,9.0,0.0,2.0,1.0,93100000.0
P02795,Fabio Gonzalez,26.0,Bra,Chelsea (loan),RB,17.0,0.0,20.0,1.0,0.0,32500000.0
P02906,Yusuf Santos Santos,25.0,Nigeria,Al Ahly,ST,11.0,6.0,1.0,0.0,0.0,32500000.0
P01871,Elijah Rossi,25.0,Nigeria,Lazio (loan),Deefender,54.0,2.0,4.0,12.0,0.0,59900000.0
P02230,Elijah Abdullah,25.0,Ngr,Feyenoor,ST,34.0,12.0,2.0,1.0,0.0,7400000.0
P01174,Andres W. Khan,18.0,Germany,Atletico Madrid,LM,36.0,0.0,1.0,4.0,0.0,23190000.0
P01833,Ezequiel Nguyen,27.0,Dnk,Al Ahly,RM,11.0,0.0,1.0,3.0,0.0,40399000.0
P00377,Liam Hernandez,26.0,Wales,Feyenoord,CDM,22.0,0.0,1.0,2.0,0.0,32500000.0
P03854,Yusuf Okeke,25.0,P Ortugal,Roma,RB,14.0,0.0,0.0,0.0,0.0,32500000.0
P03617,Diego-Williams,28.0,Bra,Zaamlek (loan),ST,5.0,2.0,2.0,2.0,0.0,32500000.0
P00799,Kofi Abdullah,26.0,Arg,RB Leipzig,LB,0.0,0.0,1.0,3.0,0.0,32500000.0
P00379,MASON-RODRIGUEZ,37.0,Wal,Bayern Munich,MF,6.0,0.0,0.0,10.0,0.0,23870000.0
P01159,Benjamin Hernández,27.0,United States,Al Ahly,ST,21.0,7.0,0.0,4.0,0.0,43886076.0
P03820,Yusuf Jackson,18.0,Esp,Celtic,CDM,20.0,0.0,1.0,0.0,0.0,35736000.0
P02793,jackson kowalski,21.0,Bra,Benfica,RB,10.0,0.0,1.0,0.0,0.0,24120000.0
P02241,ALEXANDER RODRIGUEZ,16.0,United States,Sportng,Lb,0.0,0.0,0.0,1.0,0.0,30294054.0
P04036,Mason Johnson,21.0,Scotland,Feyenoord,Goalkeeper,10.0,0.0,1.0,0.0,0.0,32500000.0
P02663,Sebastian Novak,24.0,Nigeria,RB Leipzig,Defender,0.0,0.0,0.0,0.0,0.0,32500000.0
P04013,Andres O'Neill,25.0,Wales,Inter Milan,DEF,1.0,0.0,0.0,1.0,0.0,51810000.0
P02958,Jackson Costa,25.0,Argentina,AC Milan,ST,26.0,0.0,1.0,2.0,0.0,32500000.0
P03928,adebayo-okeke,31.0,Germany,Zamalek,GK,22.0,0.0,1.0,30.0,0.0,24102000.0
P01039,mohamed taylor,25.0,Nigeria,Sevilla,GK,8.0,0.0,0.0,1.0,0.0,32500000.0
P03260,Ivan B. Russo,28.0,Fr,Celtic,CB,0.0,0.0,4.0,7.0,0.0,32500000.0
P01345,Chukwu U. Wilson,32.0,Côte D'Ivoire,Chelsea,CB,10.0,0.0,10.0,3.0,0.0,33320578.0
P02506,Adebayo Hernandez,29.0,Swe,LLiverpool,RM,3.0,0.0,0.0,2.0,0.0,35300000.0
P01722,Diego Popov,16.0,Poland,PSV Eindhoven,MF,23.0,4.0,2.0,2.0,0.0,32500000.0
P04664,marco e. rodrigu ez,24.0,Brazil,Inter Milan,FWD,0.0,0.0,0.0,1.0,0.0,35650000.0
P00176,Mateo Okeke,25.0,Pol,Tottenham,Defender,0.0,0.0,0.0,1.0,0.0,27300000.0
P04894,Luis Wilson,21.0,Eng,Chelsea,Defender,29.0,1.0,3.0,0.0,0.0,32500000.0
P01910,William Costa,18.0,Scotland,Inter Milan,FWD,21.0,5.0,0.0,0.0,0.0,31026856.0
P00046,Hassan Kowalski,26.0,Unknown,AL Ahly,RM,10.0,0.0,0.0,1.0,0.0,34850000.0
P03410,Daniel Khan,19.0,Esp,Porto,GK,21.0,0.0,7.0,4.0,0.0,14120000.0
P04675,Jackson Martin,29.0,Portugal,Atletico Madrid,MF,0.0,0.0,0.0,0.0,0.0,25701843.0
P01076,Ivan I. Fernandez,20.0,Bra,Arsenal (loan),RM,4.0,0.0,0.0,0.0,0.0,32500000.0
P02830,ivan b. thomas,18.0,Sua,Arsenal,FWD,20.0,0.0,0.0,1.0,0.0,32500000.0
P01505,Ethan Gonnzalez,25.0,Eg,Benfica,CB,0.0,1.0,20.0,2.0,0.0,32500000.0
P02310,Carlos Anderson,26.0,Spain,Paris Saint-Germain,CB,38.0,0.0,4.0,0.0,0.0,19753000.0
P01437,Jackson Santos,25.0,Swe,Benfica,RB,0.0,0.0,1.0,2.0,0.0,23054122.0
P02419,Nicolas Davis,28.0,Eng,Benfica,FWD,34.0,10.0,0.0,4.0,0.0,19647868.0
P03987,Jacob H. Gonzalez,22.0,Unknown,Atletico Madrid,Goalkeeper,70.0,0.0,0.0,0.0,0.0,22341764.0
P03099,Diego Rossi,20.0,Ngr,Sevilla,Defender,2.0,0.0,0.0,1.0,0.0,32500000.0
P04589,Lucas Novak Singh,29.0,Sco,Real  Madrid,MF,9.0,1.0,0.0,1.0,0.0,32500000.0
P00284,Fabio T. Lopez,25.0,Nigeria,Sporting,DEF,5.0,0.0,1.0,0.0,0.0,8435556.0
P04919,Luis Okeke,20.0,Eng,RB Leipzig,Defender,29.0,2.0,1.0,3.0,0.0,55600000.0
P00843,Ivan Wilson,23.0,Unknown,Bayern Munich,RM,1.0,0.0,0.0,1.0,0.0,43352000.0
P01514,Benjamin Kowalski O'Neill,27.0,Germany,Napoli,CB,31.0,0.0,30.0,4.0,0.0,38317080.0
P01169,Benjamin Moore,27.0,Argentina,Benffica,CB,12.0,0.0,0.0,1.0,0.0,23481953.0
P01593,Sebastian-Kowalski,28.0,Fra,Al Ahly,Defender,29.0,1.0,5.0,3.0,0.0,25300000.0
P03461,MateoM-ensah,21.0,Poland,Sevilla,CAM,34.0,0.0,0.0,4.0,0.0,41200000.0
P03166,Levi Ali,25.0,Portugal,AC Milan,Midfielder,21.0,2.0,3.0,2.0,0.0,16014196.0
P02285,NICOLAS Q. WILSON,28.0,Sain,Porto,FWD,28.0,12.0,3.0,3.0,0.0,18668882.0
P03576,Kofi P. Jackson,26.0,Por,Real Madrid,Defender,0.0,0.0,4.0,3.0,0.0,32500000.0
P04871,Sebastian Singh,25.0,Portugal,Napoli (loan),Defender,3.0,0.0,0.0,0.0,0.0,27574000.0
P02306,Yusuf Martinez,17.0,Sweden,Arsenal,RB,36.0,0.0,1.0,3.0,0.0,32500000.0
P00953,Chukwu Garcia,21.0,England,Benfica,ST,29.0,100.0,1.0,5.0,0.0,30900000.0
P04943,Marco Kowalski,26.0,Wales,Juventus,RM,16.0,0.0,2.0,0.0,0.0,27300000.0
P03054,Yusuf Schmidt Nguyen,25.0,Spain,Lazio,MF,7.0,1.0,2.0,1.0,0.0,41540000.0
P04560,Ibrahhim Martinez,25.0,United States,Lazio,RB,14.0,0.0,0.0,0.0,0.0,4125453.0
P02686,Ibrahim Taylor,29.0,Unknown,Sevilla,LM,11.0,0.0,10.0,2.0,0.0,43081061.0
P01490,Carlos Ali,30.0,Argentina,AC Milan,Midfielder,70.0,2.0,2.0,0.0,0.0,32500000.0
P00928,Elijah Jackson,23.0,F Rance,Sevilla,FWD,11.0,3.0,0.0,1.0,0.0,33018330.0
P01210,Chukwu Gonzalez,30.0,Untied States,Porto,CAM,22.0,0.0,2.0,5.0,0.0,13400000.0
P03974,Kofi Nguyen,23.0,Untied States,Celtic,Defender,13.0,1.0,1.0,2.0,0.0,33283000.0
P03546,Mohamed Jackson,25.0,Nigeria,Ajax,CDM,0.0,0.0,0.0,0.0,0.0,17912000.0
P04362,Marco Singh,25.0,Argentina,Ajax,GK,25.0,0.0,6.0,2.0,0.0,32500000.0
P01922,Adebayo Costa,24.0,Denmark,PSV Eindhoven,MF,10.0,1.0,2.0,1.0,0.0,32500000.0
P00352,Lucas Abdullah,30.0,France,Manchester City,CB,18.0,1.0,3.0,1.0,0.0,49100000.0
P04899,Samuel Russo,25.0,Dnk,Liverpool,DEF,10.0,1.0,0.0,4.0,0.0,51906717.0
P03394,Nicolas Moore,29.0,Eng,Tottenham,Defender,0.0,1.0,0.0,0.0,0.0,29943000.0
P02722,Alexander Davis,27.0,Bra,Bayern Munich,DEF,27.0,1.0,20.0,0.0,0.0,26128171.0
P04982,Kofi Jackson,24.0,France,PSV Eindhoven,LM,6.0,0.0,0.0,1.0,0.0,30815000.0
P00719,Nicolas Garcia,25.0,Argentina,Borussia Dortmund,Defender,0.0,0.0,0.0,0.0,0.0,19214004.0
P02703,Jacob Schmidt,26.0,Wales,Arsenal,CB,25.0,0.0,1.0,1.0,0.0,53060000.0
P02723,Michael Martin,25.0,Unknown,Sporting,ST,5.0,2.0,0.0,2.0,0.0,8900000.0
P04562,Logan Mensah Abdullah,28.0,Fra,Paris Saint-Germain,RM,35.0,0.0,6.0,1.0,0.0,39231000.0
P00309,Elijah hKan,25.0,Sweden,Borussia Dortmund (loan),LB,6.0,0.0,0.0,1.0,0.0,4540000.0
P01676,kofi jones,24.0,Nigeria,Chelsea,nan,20.0,0.0,0.0,4.0,0.0,44100000.0
P00834,Ivan Garcia Okeke,28.0,Sco,AC Milan,Golkeeper,13.0,0.0,0.0,4.0,0.0,32500000.0
P00367,Ethan Schmidt,23.0,Germany,Juventus,GK,0.0,0.0,0.0,0.0,0.0,43900000.0
P04507,Chukwu Brown,24.0,Côte D'Ivoire,Feyenoord,MF,21.0,3.0,2.0,3.0,0.0,72604444.0
P02079,Mason Anderson,24.0,Far,Roma,DEF,19.0,1.0,1.0,0.0,0.0,51278905.0
P04039,Jamees-Smith,22.0,Nigeria,Paris Saint-Germain,CAM,8.0,0.0,0.0,2.0,0.0,32500000.0
P04847,hassan-brown,25.0,Eng,Tottenham,RB,22.0,0.0,0.0,1.0,0.0,32500000.0
P04480,Samuel russo,31.0,Argentina,Juventus,FWD,18.0,7.0,0.0,0.0,0.0,32500000.0
P01747,chukwu Smith,17.0,Eng,Benfica,LM,23.0,0.0,0.0,0.0,0.0,32500000.0
P00020,Kofi Smith,23.0,Sco,Ajax,CB,52.0,0.0,30.0,10.0,0.0,25163000.0
P01323,Ethan Miller,25.0,Unknown,Barcelona,Midfielder,12.0,1.0,1.0,2.0,1.0,34800000.0
P03568,Omar Singh,24.0,United States,Bayern Munich,Goalkeeper,0.0,0.0,0.0,8.0,0.0,53973305.0
P02522,Sebastian R. Garcia,25.0,Netherlands,RB Leipzig,MF,23.0,5.0,0.0,0.0,1.0,32500000.0
P00219,Lusi Russo,25.0,Deu,Celsea,Midfielder,0.0,1.0,1.0,1.0,0.0,13800000.0
P01488,Adebayo Anderson,31.0,Usa,Tottenham,LM,0.0,0.0,1.0,4.0,0.0,13091000.0
P00439,Kofi Fernandez,22.0,Ivory Coast,Liverpool,MF,20.0,1.0,1.0,30.0,0.0,38070000.0
P04175,Kofi Silva,24.0,Sco,Paris  Saint-Germain,FWD,14.0,4.0,2.0,2.0,1.0,40469000.0
P02751,Hassan Johnson,26.0,Unknown,Roma (loan),Defender,0.0,0.0,0.0,0.0,0.0,32500000.0
P03289,Oliver Singh,28.0,Pol,Sevilla,Goalkeeper,13.0,0.0,1.0,2.0,0.0,49200000.0
P03434,Marco Schmidt,23.0,Us,PortO,CDM,6.0,0.0,0.0,0.0,0.0,21100000.0
P02526,Ahmed Mensah,20.0,Ngr,Juventus,DEF,70.0,1.0,2.0,1.0,0.0,43300000.0
P04651,Ibrahim Garcia,25.0,Arg,Paris Saint-Germain,LB,17.0,0.0,1.0,2.0,0.0,7952312.0
P03689,Oliver Davis,29.0,Deu,Sporting,CB,28.0,0.0,0.0,4.0,0.0,32500000.0
P02764,Michael Johnson,21.0,United States,Bayern Munich,CB,16.0,0.0,2.0,1.0,0.0,32500000.0
P00803,Samuel Taylor,24.0,Wal,Zamalek,GK,10.0,0.0,2.0,1.0,0.0,37937034.0
P02998,Sebastian Nguyen,26.0,Wal,Aja x,CAM,37.0,0.0,4.0,7.0,0.0,29300000.0
P02229,Henry Anderson,23.0,Fra,Paris Saint-Germain,CAM,12.0,0.0,0.0,2.0,0.0,32500000.0
P04786,Daniel-Wilson,20.0,Usa,Celtic,FWD,26.0,5.0,3.0,2.0,0.0,62600000.0
P02078,Jackson Ali,25.0,Gh,Liverpool,RM,33.0,0.0,0.0,4.0,0.0,12643040.0
P00583,Ahmed Müller Kowalski,22.0,Fra,Chelsea,Forward,5.0,2.0,0.0,0.0,0.0,48100000.0
P00204,Liam Rossi,18.0,Spain,Chelsea,Forward,21.0,3.0,0.0,3.0,0.0,32500000.0
P04347,James Anderson,31.0,Bra,Sevilla,RB,30.0,0.0,0.0,0.0,0.0,27000000.0
P03479,Benjamin-Gonzalez,25.0,Scotland,Bayern Munich,MF,23.0,1.0,10.0,3.0,0.0,32500000.0
P02930,Lucas Z. Jackson,23.0,Sco,Sevilla (loan),LM,9.0,0.0,1.0,1.0,0.0,51125000.0
P03086,luis gonzalez,23.0,Ngr,Sporting,DEF,3.0,0.0,0.0,0.0,0.0,32500000.0
P01019,Jacob Smith,27.0,Usa,Porto,LB,7.0,0.0,1.0,0.0,0.0,20785000.0
P01584,Hassan Jackson,27.0,Eng,Napoli,DEF,0.0,0.0,1.0,3.0,0.0,45555265.0
P01033,Alexander Kowalski,23.0,Deu,AC Milan,CAM,24.0,0.0,2.0,2.0,0.0,32500000.0
P01719,Marco Nguyen,25.0,Poland,Benfica,CAM,0.0,0.0,1.0,3.0,0.0,32500000.0
P01282,Sergio Khan,29.0,Ghana,FeyenooRd,CDM,0.0,0.0,1.0,0.0,0.0,18700000.0
P02499,Henry Moore,25.0,Ghana,Zamalek,RB,31.0,0.0,4.0,4.0,0.0,32500000.0
P03351,KOFI GONZALEZ,24.0,Brazil,Liverpool,CDM,26.0,0.0,20.0,2.0,0.0,32100000.0
P00518,Jackson Novak,19.0,Pol,Arsenal,ST,14.0,2.0,20.0,2.0,0.0,19249036.0
P01748,samuel o. fernandez,30.0,Argentina,Al Ahly,GK,26.0,0.0,1.0,2.0,0.0,22708068.0
P04653,Luis P. Abdullah,25.0,Arg,Real Madrid,CDM,24.0,0.0,1.0,4.0,0.0,36690000.0
P03733,Carlos Smith,25.0,🇩🇪,Napoli,ST,3.0,2.0,0.0,0.0,0.0,32500000.0
P00669,Sergoi Kowalski,24.0,England,Borussia Dortmund,FWD,38.0,7.0,1.0,1.0,0.0,43737000.0
P04060,Logan Smith,33.0,Eng,Borussia Dortmund,Defender,42.0,1.0,3.0,1.0,0.0,25630000.0
P03027,Michael Fernandez,31.0,Deu,RB Leipzig,DEF,31.0,1.0,6.0,4.0,0.0,32500000.0
P04933,William Abdullah,34.0,Argentina,Manchester City,GK,0.0,1.0,10.0,8.0,0.0,42100000.0
P03287,Mohamed L. Singh,25.0,France,Arsenal,DEF,16.0,2.0,0.0,0.0,0.0,33580000.0
P02651,Michael Johnson,28.0,England,Napoli,CB,11.0,0.0,0.0,0.0,0.0,41800000.0
P04454,Liam Miller,26.0,Spain,Barcelona,Defender,19.0,0.0,0.0,1.0,0.0,19500000.0
P03193,samuel garcia,25.0,Deu,PSV Enidhoven,GK,15.0,0.0,1.0,2.0,0.0,50000390.0
P02125,Andres Popov,25.0,Eng,Tottenham,Deffender,21.0,0.0,0.0,1.0,1.0,32500000.0
P03376,Michael Müller,22.0,Esp,Zamalek,DEF,28.0,0.0,2.0,3.0,0.0,32500000.0
P03393,Jackson Rodriguez,23.0,Ghana,Manchester United,DEF,16.0,0.0,0.0,3.0,0.0,32500000.0
P03486,Sebasitan Y. Brown,25.0,Dnk,Celtic,DEF,0.0,0.0,1.0,1.0,0.0,46222026.0
P00760,Ibbrahim Taylor,28.0,Sco,Benfica,ST,20.0,6.0,0.0,4.0,0.0,67348000.0
P03380,Logan O'Neill,20.0,Ned,Porto (loan),DEF,25.0,1.0,0.0,2.0,0.0,43000000.0
P04441,Jacob Anderson,25.0,United States,Celtic,Midfielder,20.0,4.0,0.0,0.0,1.0,32500000.0
P02527,Noah O'Neill,29.0,Argentina,Celtic,cDM,32.0,0.0,2.0,8.0,0.0,15221000.0
P04859,Alexander Wilso n,34.0,Ivory Coast,RB  Leipzig  (loan),CAM,10.0,0.0,0.0,3.0,0.0,31910000.0
P00908,Noah N. Hernandez,27.0,Bra,Lazio,MF,42.0,1.0,0.0,6.0,0.0,41600000.0
P02684,Michael B. Abdullah,21.0,Argentina,Celtic,Midfieldre,33.0,2.0,0.0,0.0,0.0,38243000.0
P00215,Luis-Rossi,27.0,United States,Napoli,Goalkeeper,2.0,0.0,0.0,1.0,0.0,13732322.0
P03332,Logan Wilson,23.0,Eng,Bayern Munich,LM,28.0,0.0,1.0,4.0,0.0,28300000.0
P04459,Yusuf Johnson,25.0,Sco,Manchester City,CB,16.0,0.0,2.0,0.0,0.0,26310000.0
P00694,Jaob Rodriguez,28.0,Por,AC Milan,Defeender,20.0,0.0,0.0,4.0,0.0,34700000.0
P01504,Oliver Novak,23.0,Wal,Feyenoord,ST,7.0,1.0,2.0,0.0,0.0,40094821.0
P02415,Liam Rodriguez,25.0,Wal,Napoli,LB,7.0,0.0,1.0,0.0,0.0,22644000.0
P02119,fabio silva,22.0,Por,Porto,Goalkeeper,2.0,0.0,0.0,1.0,0.0,33775873.0
P03859,Alexander-Hernandez,23.0,Por,Al Ahly,Defender,0.0,0.0,0.0,0.0,0.0,31237000.0
P02463,Logan Ali,25.0,Ddnk,Manchester United,Defender,11.0,2.0,0.0,2.0,0.0,47663000.0
P03636,Levi Willson,25.0,Sco,Porto,GK,39.0,0.0,0.0,1.0,0.0,32500000.0
P04106,Kofi-Costa,32.0,Spain,AC Mialn,GK,8.0,0.0,1.0,0.0,0.0,34625235.0
P04479,MICHAEL A. KWALSKI,18.0,Brazil,Feyenoord,RM,12.0,0.0,1.0,1.0,0.0,25664591.0
P00197,Ivan Williams,25.0,Spain,Sevilla,ST,20.0,7.0,1.0,3.0,0.0,32500000.0
P04668,ethan moore,26.0,Gh,Paris Saint-Germain,FWD,24.0,0.0,1.0,2.0,0.0,43349000.0
P01544,Levi-Martinez,16.0,Fra,Ajax,RB,30.0,0.0,1.0,10.0,0.0,32500000.0
P01331,ibrahim p. hernández,23.0,Unknown,CChelsea,MF,16.0,10.0,0.0,1.0,0.0,32500000.0
P00880,Noah oCsta,26.0,Wal,Rangers,CCB,8.0,0.0,0.0,0.0,0.0,23360463.0
P04503,Fabioo Costa,20.0,Germany,Real Madrid,RB,19.0,0.0,0.0,3.0,1.0,45965000.0
P03502,Nicolas Williams,25.0,Nigeria,Manchester City,R B,20.0,0.0,20.0,0.0,0.0,18129815.0
P03895,lucas miller,30.0,Ned,A Ahly,LM,24.0,0.0,2.0,2.0,0.0,16676000.0
P04991,Daniel-Jones,23.0,Eng,Ajax,MF,22.0,0.0,4.0,3.0,0.0,41473294.0
P00888,Mason Santos Davis,25.0,Por,Al Ahly,RB,15.0,0.0,0.0,2.0,0.0,32500000.0
P01346,Mateo Fernandez,29.0,Portugal,Al Ahly,DEF,13.0,1.0,0.0,2.0,0.0,24555000.0
P00069,Ezequiel Khan,17.0,Pol,Paris Saint-Germain,Lb,13.0,0.0,1.0,3.0,0.0,17528370.0
P04211,Chukwu Lopez,26.0,Arg,Chelsea,ST,0.0,11.0,0.0,0.0,0.0,62926767.0
P01816,Samuel T. Russo,23.0,Ghana,Tottenham (loan),LM,6.0,0.0,0.0,3.0,0.0,45100000.0
P00569,logan anderson,25.0,Spain,Arsenal,LB,28.0,0.0,4.0,3.0,0.0,32500000.0
P02168,Lucas Santos,26.0,Bra,Sporting,Defender,28.0,1.0,2.0,2.0,0.0,32500000.0
P00097,Samuel-Kowalski,24.0,Ivory Coast,Paris Saint-Germain,CDM,14.0,0.0,1.0,1.0,0.0,38000000.0
P04182,William Kowalski,25.0,Unknown,Liverpool,MF,4.0,0.0,0.0,1.0,0.0,32500000.0
P03354,Samuel O'Neill,19.0,Scotland,Rnagers,LB,26.0,0.0,3.0,2.0,0.0,35100000.0
P04955,fabio costa,24.0,Argentina,Napol,LM,13.0,0.0,2.0,0.0,0.0,32500000.0
P02603,Liam Rossi,30.0,Fra,Feyenoord,ST,9.0,2.0,0.0,1.0,0.0,49390000.0
P04024,Fabio Novak,24.0,Sweden,Liverpool,FWD,4.0,2.0,0.0,0.0,0.0,63702576.0
P04773,Ezequiel Brown,25.0,Ivory Coast,Paris Saint-Germain,CB,3.0,0.0,0.0,2.0,0.0,23900000.0
P01607,Mohamed Smith,25.0,Netherlands,Inter Milan (loan),DEF,6.0,0.0,0.0,1.0,1.0,25490429.0
P01630,Logan Lopez,21.0,Arg,Chelsea,Defender,14.0,0.0,0.0,1.0,0.0,16853677.0
P01540,Michael Hernandez,24.0,Nigeria,Chelsea,CDM,38.0,0.0,1.0,4.0,0.0,34600000.0
P01695,Elijah-Popov,23.0,Portugal,Juventus,MF,1.0,0.0,1.0,1.0,0.0,47532000.0
P02060,James Anderson,20.0,Portugal,Borussia Dortmund,RB,1.0,0.0,0.0,0.0,0.0,32500000.0
P00464,beNjamin hernandez,25.0,Wales,Tottenham,RM,3.0,0.0,0.0,0.0,0.0,32500000.0
P02331,fabio jackson,19.0,Denmark,PSV Eindhoven,Forward,22.0,8.0,40.0,4.0,0.0,32500000.0
P03044,Elijah Khan,25.0,Gh,Ajax,LB,10.0,0.0,0.0,1.0,0.0,32500000.0
P04735,Ahmed E. Mensah,21.0,Unknown,Liverpool,Defender,18.0,0.0,1.0,5.0,0.0,16900000.0
P00595,Liam Brown,30.0,Germany,AtleticoM adrid,MF,0.0,1.0,0.0,2.0,0.0,13400000.0
P03815,Henry Garcia,25.0,Pol,Juventus,Forward,24.0,8.0,50.0,0.0,0.0,42200000.0
P00626,Ivan Rossi,25.0,Bra,RB Leipzig,RM,23.0,0.0,0.0,0.0,0.0,14105669.0
P00451,Andres Lopez,25.0,Eng,Paris Saint-Germain,RM,33.0,0.0,1.0,1.0,0.0,32500000.0
P01500,Oliver Taylor,24.0,Gh,Benfica,Defender,15.0,0.0,0.0,1.0,0.0,16549576.0
P02457,Henry Heernández,26.0,Arg,AC Milan,LM,26.0,0.0,4.0,5.0,0.0,32500000.0
P04723,Liam Khan,34.0,Scotlland,Tottenham,Forward,13.0,6.0,4.0,2.0,0.0,15870000.0
P02985,Carlos Lopez,28.0,England,Celtic,DEF,26.0,0.0,0.0,30.0,0.0,32500000.0
P01570,Marco Martinez,27.0,🇪🇸,Juventus,CB,20.0,1.0,1.0,3.0,0.0,37708574.0
P01035,Mohamed Ali,17.0,Nigeria,Napolii,GK,29.0,0.0,1.0,0.0,0.0,31581437.0
P03519,James Thomas,24.0,Fra,Sevilla,GK,33.0,0.0,0.0,0.0,0.0,36920000.0
P01558,BENJAMIN NGUYEN,25.0,Argentina,Inter Milan,Goalkeeper,17.0,0.0,1.0,2.0,0.0,24503000.0
P03625,Jackson Santos,25.0,France,Chelsea,Defender,32.0,1.0,1.0,4.0,0.0,54700000.0
P04665,Ivan Nguyen,21.0,France,Sporting,CDM,0.0,0.0,0.0,1.0,0.0,17735000.0
P00151,Levi Abdullah,25.0,Argentina,Bayern Munich,RB,27.0,0.0,0.0,0.0,0.0,18546133.0
P01421,Mateo Novak,31.0,Netherlands,Rangers,Goalkeeper,8.0,0.0,1.0,1.0,0.0,29217000.0
P02012,Omar-Russo,23.0,Spain,Sporting,LM,26.0,0.0,0.0,3.0,0.0,32500000.0
P02687,James Lopez,25.0,Gh,Lazio,Goalkeeper,41.0,0.0,0.0,5.0,0.0,31727000.0
P01787,Elijah Rodriguez Khan,28.0,Netherlands,Real Madrid,LM,30.0,0.0,0.0,2.0,0.0,25900000.0
P00089,Hassan Martin,30.0,Bra,Benfica,Midfielder,22.0,1.0,3.0,0.0,0.0,33400000.0
P00458,JAMES COSTA,21.0,Denmark,Tottenham (loan),CAM,19.0,0.0,0.0,4.0,0.0,45730000.0
P01306,Mateo Martin,24.0,Wal,Manchester City,CB,27.0,54.0,1.0,2.0,0.0,185640000.0
P02926,Carlos Gonzalez,26.0,Brazil,Borussia Dortmund,CAM,0.0,0.0,0.0,0.0,0.0,32500000.0
P03271,Ehan Martin,16.0,Brazil,Benfica,CDM,15.0,0.0,0.0,1.0,0.0,32500000.0
P03228,James Gonzalez,22.0,Unknown,Napoli,MF,28.0,0.0,0.0,0.0,0.0,28700000.0
P01989,Daniel Thomas,26.0,Ngr,AC Milan,CDM,22.0,0.0,1.0,5.0,0.0,32500000.0
P03755,Ezequiel Anderson,25.0,Unknown,Atletico Madrid (loan),FWD,2.0,4.0,0.0,1.0,0.0,26300000.0
P03647,Daniel T. Okeke,21.0,Nigeria,Sporting,FWD,33.0,9.0,2.0,5.0,0.0,52542758.0
P00832,Mateo Marttin,28.0,Ghana,Al Ahly,Midfielder,7.0,2.0,1.0,1.0,0.0,48340000.0
P00240,Mateo Silva,28.0,Por,Paris Saint-Germain,MF,24.0,3.0,1.0,3.0,0.0,32500000.0
P04682,LUIS JACKSON,25.0,Nigeria,Tottenham,FWD,0.0,8.0,1.0,4.0,0.0,44700000.0
P03023,Levi Miller,25.0,Bra,Borussia Dortmund,Midfielder,33.0,0.0,0.0,0.0,0.0,30800000.0
P03149,James Abdullah,33.0,Ned,Real Madrid,LM,33.0,0.0,5.0,7.0,0.0,13200000.0
P01947,Ezequiel Martin,16.0,Ghana,Porto,CB,10.0,0.0,0.0,1.0,0.0,32500000.0
P02776,Daniel Nguyen,26.0,Ngr,Manchester City,LM,0.0,0.0,20.0,3.0,1.0,29740000.0
P00193,Ivan K. Novak,27.0,England,Juventus,CAM,28.0,0.0,1.0,6.0,0.0,48007000.0
P04850,Benjamin Thomas,25.0,France,Liverpool,DEF,0.0,0.0,0.0,0.0,0.0,19910000.0
P04940,Ethan Davis,17.0,Bra,Roma,LB,4.0,0.0,1.0,1.0,0.0,32500000.0
P00945,Hassan Johnson,24.0,Brazil,Borussia Dortmund,LM,27.0,0.0,2.0,1.0,0.0,31027652.0
P01269,Andres Johnson,29.0,Pol,Roma,LB,22.0,0.0,1.0,6.0,0.0,26518712.0
P04232,LOGAN POPOV,25.0,Usa,Paris Saint-eGrmain (loan),Forward,27.0,8.0,1.0,4.0,0.0,32500000.0
P02308,Carlos B. Davis,29.0,Wal,Port,ST,13.0,0.0,1.0,2.0,0.0,66049918.0
P04425,Sebastian Anderson,27.0,Nigeria,Liverpool,Midfielder,0.0,0.0,1.0,1.0,0.0,17890403.0
P04712,Lucas-Novak,29.0,Scotland,Arsenal,MF,26.0,5.0,2.0,5.0,0.0,32500000.0
P02314,Alexander Martinez,27.0,Eng,Chelsea,FWD,16.0,5.0,1.0,2.0,0.0,45195082.0
P03215,Hassan Wilson,22.0,Poland,Al Ahly,CDM,14.0,0.0,0.0,3.0,0.0,49820000.0
P02733,Alexander Jackson,23.0,Unk Nown,ManChester City,L,15.0,0.0,0.0,1.0,0.0,36300000.0
P01927,Liam Okeke,19.0,Ngr,Tottenham (loan),Defender,6.0,0.0,1.0,0.0,0.0,32500000.0
P04228,Noah Moore,25.0,Esp,aris Saint-Germain,Midfielder,34.0,0.0,4.0,0.0,0.0,4900000.0
